x_idx,y_idx,T,qx,qy
24,1,0.776868,-6.01067e-06,0.000989068
24,2,0.770921,-1.08945e-05,0.000987895
24,3,0.764984,-1.55413e-05,0.000986082
24,4,0.759059,-1.98591e-05,0.000983684
24,5,0.75315,-2.37708e-05,0.000980772
24,6,0.74726,-2.72164e-05,0.000977427
24,7,0.741392,-3.01545e-05,0.000973736
24,8,0.735546,-3.2562e-05,0.00096979
24,9,0.729725,-3.44331e-05,0.000965677
24,10,0.723929,-3.57774e-05,0.000961478
24,11,0.718159,-3.66175e-05,0.000957269
24,12,0.712413,-3.69859e-05,0.000953116
24,13,0.706693,-3.69226e-05,0.000949074
24,14,0.700996,-3.64723e-05,0.000945187
24,15,0.695322,-3.56819e-05,0.00094149
24,16,0.689669,-3.45989e-05,0.000938009
24,17,0.684037,-3.32694e-05,0.000934758
24,18,0.678424,-3.17373e-05,0.000931748
24,19,0.672828,-3.00431e-05,0.000928981
24,20,0.667248,-2.82238e-05,0.000926454
24,21,0.661683,-2.63122e-05,0.000924162
24,22,0.65613,-2.43372e-05,0.000922096
24,23,0.65059,-2.23237e-05,0.000920243
24,24,0.64506,-2.02928e-05,0.000918591
24,25,0.639539,-1.82622e-05,0.000917127
24,26,0.634026,-1.62464e-05,0.000915836
24,27,0.628521,-1.42571e-05,0.000914704
24,28,0.623022,-1.23034e-05,0.000913719
24,29,0.617529,-1.03925e-05,0.000912866
24,30,0.612041,-8.52924e-06,0.000912135
24,31,0.606556,-6.71728e-06,0.000911512
24,32,0.601075,-4.95873e-06,0.000910989
24,33,0.595597,-3.25459e-06,0.000910554
24,34,0.590121,-1.60489e-06,0.000910199
24,35,0.584647,-8.92512e-09,0.000909915
24,36,0.579174,1.53467e-06,0.000909697
24,37,0.573703,3.02777e-06,0.000909536
24,38,0.568233,4.47265e-06,0.000909428
24,39,0.562763,5.87189e-06,0.000909367
24,40,0.557293,7.22832e-06,0.000909349
24,41,0.551823,8.54497e-06,0.00090937
24,42,0.546353,9.82498e-06,0.000909428
24,43,0.540883,1.10716e-05,0.000909519
